NAAM;STRAAT;GEMEENTE;WGS84_LATITUDE;WGS84_LONGITUDE;EMAIL;LINK;POITYPE;CATEGORIE
Vrije Basisschool - Klim-Op;Kerkkouterstraat;Sint-Lievens-Houtem;50,94470955;3,86733359;directie@klimopbavegem.be;https://www.klimopbavegem.be;Gewoon lager onderwijs;Basisonderwijs
KUNSTacademie Wetteren;Fabrieksstraat;Sint-Lievens-Houtem;50,92018533;3,86293047; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Stedelijke Academie voor Beeldende Kunsten;Fabrieksstraat;Sint-Lievens-Houtem;50,92018533;3,86293047; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool - Sint-Lievensinstituut;Marktplein;Sint-Lievens-Houtem;50,91978881;3,85854021;directie@slihoutem.net;https://www.slihoutem.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Lievensinstituut;Marktplein;Sint-Lievens-Houtem;50,91978881;3,85854021;directie@slihoutem.net;https://www.slihoutem.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool Hofkouter;Schoolstraat;Sint-Lievens-Houtem;50,92208682;3,85571343;info@bshofkouter.be;https://www.bshofkouter.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Hofkouter;Schoolstraat;Sint-Lievens-Houtem;50,92208682;3,85571343;info@bshofkouter.be;https://www.bshofkouter.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Simonnet;Maenhoutstraat;Sint-Martens-Latem;51,01545481;3,64129754;directie@basisschoolsimonnet.be;https://www.basisschoolsimonnet.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Simonnet;Maenhoutstraat;Sint-Martens-Latem;51,01545481;3,64129754;directie@basisschoolsimonnet.be;https://www.basisschoolsimonnet.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Sancta Maria;Latemstraat;Sint-Martens-Latem;51,01928769;3,63603595;directie@vbs-latem-deurle.be;https://www.vbs-latem-deurle.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Sancta Maria;Latemstraat;Sint-Martens-Latem;51,01928769;3,63603595;directie@vbs-latem-deurle.be;https://www.vbs-latem-deurle.be;Gewoon lager onderwijs;Basisonderwijs
KADE;Hoge Heirweg;Sint-Martens-Latem;51,01256522;3,63197993; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Gemeentelijke Basisschool;Burgemeesterstraat;Sint-Martens-Latem;51,01576851;3,62959237;els.hautekeete@gbslatem-deurle.be;https://www.gbslatem-deurle.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool;Burgemeesterstraat;Sint-Martens-Latem;51,01576851;3,62959237;els.hautekeete@gbslatem-deurle.be;https://www.gbslatem-deurle.be;Gewoon lager onderwijs;Basisonderwijs
KADE;Burgemeesterstraat;Sint-Martens-Latem;51,01576851;3,62959237; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Gemeentelijke Basisschool;Twee Dreven;Sint-Martens-Latem;51,00439347;3,62620973; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Jozef;Philippe de Denterghemlaan;Sint-Martens-Latem;51,00821126;3,60192591;directie@vbs-latem-deurle.be;https://www.vbs-latem-deurle.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Jozef;Philippe de Denterghemlaan;Sint-Martens-Latem;51,00821126;3,60192591;directie@vbs-latem-deurle.be;https://www.vbs-latem-deurle.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke basisschool Deurle;Dorpsstraat;Sint-Martens-Latem;51,00485588;3,60572802;directie@gbslatem-deurle.be;https://www.gbslatem-deurle.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke basisschool Deurle;Dorpsstraat;Sint-Martens-Latem;51,00485588;3,60572802;directie@gbslatem-deurle.be;https://www.gbslatem-deurle.be;Gewoon lager onderwijs;Basisonderwijs
GO! Medisch Pedagogisch Instituut - Kompas Sint-Niklaas;Eekhoornstraat;Sint-Niklaas;51,17410963;4,18181215;info@mpikompas.be;https://www.mpikompas.be;Buitengewoon kleuteronderwijs;Basisonderwijs
GO! Medisch Pedagogisch Instituut - Kompas Sint-Niklaas;Eekhoornstraat;Sint-Niklaas;51,17410963;4,18181215;info@mpikompas.be;https://www.mpikompas.be;Buitengewoon lager onderwijs;Basisonderwijs
GO! school voor buitengewoon secundair onderwijs Baken;Bellestraat;Sint-Niklaas;51,17525667;4,17960548;info@sbsobaken.be;https://www.sbsobaken.be;Buitengewoon secundair onderwijs;Secundair onderwijs
Stedelijke Basisschool - De Droomballon;Gyselstraat;Sint-Niklaas;51,1956648;4,17659039;ellen.heyns@droomballon.be;https://www.droomballon.be;Gewoon kleuteronderwijs;Basisonderwijs
Stedelijke Basisschool - De Droomballon;Gyselstraat;Sint-Niklaas;51,1956648;4,17659039;ellen.heyns@droomballon.be;https://www.droomballon.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Schone Kunsten;Pastorijstraat;Sint-Niklaas;51,19304557;4,1743982; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Stedelijke Academie voor Muziek-Woord-Dans;Pastorijstraat;Sint-Niklaas;51,19304557;4,1743982; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
weTech academy;Breedstraat;Sint-Niklaas;51,16512094;4,16537876;steven.debrandt@wetech.be;https://www.wetech.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool - Don Bosco B;Hertjen;Sint-Niklaas;51,1565704;4,1640151; ;;Gewoon kleuteronderwijs;Basisonderwijs
BuSO VTS 3 OV4A;Breedstraat;Sint-Niklaas;51,16720327;4,1636255;ov4@vts3.be;https://www.vts3.be;Buitengewoon secundair onderwijs;Secundair onderwijs
BuSO VTS 3 OV4B;Breedstraat;Sint-Niklaas;51,16720327;4,1636255;ov4@vts3.be;https://www.vts3.be;Buitengewoon secundair onderwijs;Secundair onderwijs
Buitengewoon Secundair Onderwijs VTS 3 - OV 3;Breedstraat;Sint-Niklaas;51,16720327;4,1636255;ov3@vts3.be;https://www.vts3.be;Buitengewoon secundair onderwijs;Secundair onderwijs
Sint-Jozef - Klein-Seminarie;Breedstraat;Sint-Niklaas;51,16720327;4,1636255; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool - Don Bosco A;Tulpenstraat;Sint-Niklaas;51,16113764;4,15944933;directeur-stefan@donboscoschool.be;https://www.donboscoschool.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Don Bosco A;Tulpenstraat;Sint-Niklaas;51,16113764;4,15944933;directeur-stefan@donboscoschool.be;https://www.donboscoschool.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Don Bosco B;Tulpenstraat;Sint-Niklaas;51,16113764;4,15944933;directeur-marc@donboscoschool.be;https://www.donboscoschool.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Don Bosco B;Tulpenstraat;Sint-Niklaas;51,16113764;4,15944933;directeur-marc@donboscoschool.be;https://www.donboscoschool.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool De Tovertuin Sint-Niklaas;Vijfstraten;Sint-Niklaas;51,17861983;4,15406574; ;;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Tovertuin Sint-Niklaas;Vijfstraten;Sint-Niklaas;51,17861983;4,15406574; ;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Sint-Camillus;Oude Molenstraat;Sint-Niklaas;51,17321747;4,15394752;directeur-ilse@sintcamillus.be;https://www.sintcamillus.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Sint-Camillus;Oude Molenstraat;Sint-Niklaas;51,17321747;4,15394752;directeur-ilse@sintcamillus.be;https://www.sintcamillus.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Schone Kunsten;Parklaan;Sint-Niklaas;51,15610136;4,1529683; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Sint-Carolus Secundair Onderwijs - 1;Lodewijk De Meesterstraat;Sint-Niklaas;51,16341552;4,15154791; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Carolus Secundair Onderwijs - 2;Lodewijk De Meesterstraat;Sint-Niklaas;51,16341552;4,15154791; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Carolus Secundair Onderwijs;Lodewijk De Meesterstraat;Sint-Niklaas;51,16341552;4,15154791; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Carolus Secundair Onderwijs;Sint-Vincentiusstraat;Sint-Niklaas;51,16444891;4,15138586; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Carolus Secundair Onderwijs;Hospitaalstraat;Sint-Niklaas;51,16169776;4,15104125; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Carolus Secundair Onderwijs - 1;Lodewijk De Meesterstraat;Sint-Niklaas;51,16360312;4,15091803; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Carolus Secundair Onderwijs;Lodewijk De Meesterstraat;Sint-Niklaas;51,16360312;4,15091803; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Carolus Secundair Onderwijs;Veldstraat;Sint-Niklaas;51,16440157;4,15008514; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum Beveren-Waas;Parklaan;Sint-Niklaas;51,15875671;4,15008291; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Scholen Da Vinci;Parklaan;Sint-Niklaas;51,15875671;4,15008291;info@scholendavinci.be;https://www.scholendavinci.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Terra;Parklaan;Sint-Niklaas;51,15875671;4,15008291; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Carolus Secundair Onderwijs - 1;Hospitaalstraat;Sint-Niklaas;51,16274612;4,14924944;info@sint-carolus.be;https://www.sint-carolus.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozef;Hospitaalstraat;Sint-Niklaas;51,16274612;4,14924944; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozef-2;Hospitaalstraat;Sint-Niklaas;51,16274612;4,14924944; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Berkenboom Humaniora eerste graad;Hospitaalstraat;Sint-Niklaas;51,16274612;4,14924944; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Carolus Secundair Onderwijs - 2;Hospitaalstraat;Sint-Niklaas;51,16274612;4,14924944;info@sint-carolus.be;https://www.sint-carolus.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
PORTUS berkenboom;Hospitaalstraat;Sint-Niklaas;51,16274612;4,14924944; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Carolus Secundair Onderwijs;Hospitaalstraat;Sint-Niklaas;51,16274612;4,14924944;kris.demunck@sint-carolus.be;https://www.sint-carolus.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozef - Klein-Seminarie;Hospitaalstraat;Sint-Niklaas;51,16274612;4,14924944; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Basisschool De Watertoren Sint-Niklaas;Watertorenstraat;Sint-Niklaas;51,15761331;4,14908767;directie@bsdewatertoren.be;https://www.bsdewatertoren.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Watertoren Sint-Niklaas;Watertorenstraat;Sint-Niklaas;51,15761331;4,14908767;directie@bsdewatertoren.be;https://www.bsdewatertoren.be;Gewoon lager onderwijs;Basisonderwijs
Centrum voor deeltijdse vorming Groep Intro Waas en Dender;Parklaan;Sint-Niklaas;51,15953622;4,14873558; ;;Deeltijdse vorming;Secundair onderwijs
Scholen Da Vinci;Koningin Astridlaan;Sint-Niklaas;51,15378322;4,14859109;dbso@atheneumsintniklaas.be;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Heilig Hart;Tereken;Sint-Niklaas;51,15487628;4,14668497;info@heilighartschooltereken.be;https://www.heilighartschooltereken.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Heilig Hart;Tereken;Sint-Niklaas;51,15487628;4,14668497;info@heilighartschooltereken.be;https://www.heilighartschooltereken.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Heilig Hart;Kiemerstraat;Sint-Niklaas;51,14151788;4,14603384; ;;Gewoon kleuteronderwijs;Basisonderwijs
Berkenboom Humaniora eerste graad;Kleine Peperstraat;Sint-Niklaas;51,16422139;4,1450538;elke.deridder@berkenboomhum.be;https://www.berkenboomhum.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
PORTUS berkenboom;Kleine Peperstraat;Sint-Niklaas;51,16422139;4,1450538; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Berkenboom Humaniora;Kleine Peperstraat;Sint-Niklaas;51,16422139;4,1450538;elke.deridder@berkenboomhum.be;https://www.berkenboomhum.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
CDO Newton;Slachthuisstraat;Sint-Niklaas;51,1736682;4,14493717;directeur@cdo-newton.be;https://www.cdo-newton.be;Deeltijds beroepssecundair onderwijs;Secundair onderwijs
Vrije Basisschool - Berkenboom;Ankerstraat;Sint-Niklaas;51,16555121;4,14479011;gvb.berkenboom.anker@telenet.be;https://www.berkenboomanker.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Berkenboom;Ankerstraat;Sint-Niklaas;51,16555121;4,14479011;gvb.berkenboom.anker@telenet.be;https://www.berkenboomanker.be;Gewoon lager onderwijs;Basisonderwijs
GO! technisch atheneum Vesaliusinstituut Oostende;Noordlaan;Sint-Niklaas;51,17312832;4,14463948; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Scholen Da Vinci;Noordlaan;Sint-Niklaas;51,17312832;4,14463948;dbso@kasintniklaas.be;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Berkenboom eerste graad;Kalkstraat;Sint-Niklaas;51,16470586;4,14456542;greet.vanbeem@berkenboom.be;https://berkenboomeerstegraad.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
PORTUS berkenboom;Kalkstraat;Sint-Niklaas;51,16470586;4,14456542;info@portusberkenboom.be;https://www.portusberkenboom.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Basisschool De Tovertuin Sint-Niklaas;Slachthuisstraat;Sint-Niklaas;51,17338532;4,14270791;directie@detovertuin.be;https://www.detovertuin.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Tovertuin Sint-Niklaas;Slachthuisstraat;Sint-Niklaas;51,17338532;4,14270791;directie@detovertuin.be;https://www.detovertuin.be;Gewoon lager onderwijs;Basisonderwijs
weTech academy;Kokkelbeekstraat;Sint-Niklaas;51,16147505;4,14252239;frans.adriaenssens@vtssn.be;;Deeltijds beroepssecundair onderwijs;Secundair onderwijs
Vrije Lagere School-H.Familie;Rich. Van Britsomstraat;Sint-Niklaas;51,16867867;4,13978538;anne.heyndrickx@hfamilie.com;https://www.basishfam.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Kleuterschool - Heilige Familie;Rich. Van Britsomstraat;Sint-Niklaas;51,16867867;4,13978538;marlies.pype@hfamilie.com;https://www.basishfam.be;Gewoon kleuteronderwijs;Basisonderwijs
Stedelijke Academie voor Muziek-Woord-Dans;Vakschoolhof;Sint-Niklaas;51,16616982;4,13925438; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool;Heistraat;Sint-Niklaas;51,17709961;4,1390721;directeur@berkenboomheistraat.be;https://www.berkenboomheistraat.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Heistraat;Sint-Niklaas;51,17709961;4,1390721;directeur@berkenboomheistraat.be;https://www.berkenboomheistraat.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Heistraat;Sint-Niklaas;51,17709961;4,1390721;directeur@berkenboomheistraat.be;https://www.berkenboomheistraat.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Heistraat;Sint-Niklaas;51,17709961;4,1390721;directeur@berkenboomheistraat.be;https://www.berkenboomheistraat.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Schone Kunsten;Boonhemstraat;Sint-Niklaas;51,16744519;4,13873344;academie.beeld@sint-niklaas.be;https://www.academiesintniklaas.be;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Stedelijke Academie voor Schone Kunsten;Frans Van Cauwelaertlaan;Sint-Niklaas;51,18085527;4,13826711; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Sint-Jozef;Hofstraat;Sint-Niklaas;51,16799255;4,13824465; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozef-2;Hofstraat;Sint-Niklaas;51,16799255;4,13824465; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Berkenboom Humaniora eerste graad;Hofstraat;Sint-Niklaas;51,16799255;4,13824465; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Eerstegraadsschool Heilige Familie;Hofstraat;Sint-Niklaas;51,16799255;4,13824465;directie@hfamilie.com;https://www.hfamilie.com;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Buitengewoon Secundair Onderwijs VTS 3 - OV 3;Hofstraat;Sint-Niklaas;51,16799255;4,13824465; ;;Buitengewoon secundair onderwijs;Secundair onderwijs
Instituut Heilige Familie Secundair;Hofstraat;Sint-Niklaas;51,16799255;4,13824465;directie@hfamilie.com;https://www.hfamilie.com;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozef - Klein-Seminarie;Hofstraat;Sint-Niklaas;51,16799255;4,13824465; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - De Vinderij 2;Kazernestraat;Sint-Niklaas;51,17219901;4,13813815; ;;Buitengewoon lager onderwijs;Basisonderwijs
weTech academy;Hofstraat;Sint-Niklaas;51,16669736;4,13782212; ;;Deeltijds beroepssecundair onderwijs;Secundair onderwijs
GO! Basisschool Freinet De Ark;Beneluxstraat;Sint-Niklaas;51,15772526;4,1370802;directie@fsdeark.be;https://www.fsdeark.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Freinet De Ark;Beneluxstraat;Sint-Niklaas;51,15772526;4,1370802;directie@fsdeark.be;https://www.fsdeark.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Broederschool Nieuwstraat;Nieuwstraat;Sint-Niklaas;51,16221867;4,13661481;vdjo@kolvw.be;https://www.basisn.broeders.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Broederschool Nieuwstraat;Nieuwstraat;Sint-Niklaas;51,16221867;4,13661481;vdjo@kolvw.be;https://www.basisn.broeders.be;Gewoon lager onderwijs;Basisonderwijs
Sint-Jozef;Nieuwstraat;Sint-Niklaas;51,16221867;4,13661481; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozef-2;Nieuwstraat;Sint-Niklaas;51,16221867;4,13661481; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Berkenboom Humaniora eerste graad;Nieuwstraat;Sint-Niklaas;51,16221867;4,13661481; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Broederscholen Hiëronymus 1;Nieuwstraat;Sint-Niklaas;51,16221867;4,13661481;info@humaniora.broeders.be;https://www.humaniora.broeders.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozef - Klein-Seminarie;Nieuwstraat;Sint-Niklaas;51,16221867;4,13661481; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Centrum voor Volwassenenonderwijs LBC-NVK C 38,166;Kroonmolenstraat;Sint-Niklaas;51,1629193;4,13636831;sint-niklaas@lbconderwijs.be;https://www.lbconderwijs.be;Secundair volwassenenonderwijs;Volwassenenonderwijs
Broederscholen Hiëronymus 3;Nieuwstraat;Sint-Niklaas;51,16206474;4,13604376;info@handel.broeders.be;https://www.handel.broeders.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
PORTUS berkenboom;Nieuwstraat;Sint-Niklaas;51,16206474;4,13604376; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Broederscholen Hiëronymus 2;Nieuwstraat;Sint-Niklaas;51,16206474;4,13604376; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool - Onze Lieve Vrouw Presentatie;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728;basisschool.plezant@olvp.be;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Onze Lieve Vrouw Presentatie;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728;basisschool.plezant@olvp.be;;Gewoon lager onderwijs;Basisonderwijs
Sint-Jozef;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozef-2;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Berkenboom Humaniora eerste graad;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Onze-Lieve-Vrouw-Presentatie secundair onderwijs 2;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728;info@olvp.be;https://www.olvp.be/so;Voltijds gewoon secundair onderwijs;Secundair onderwijs
weTech academy;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728; ;;Deeltijds beroepssecundair onderwijs;Secundair onderwijs
PORTUS berkenboom;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozef - Klein-Seminarie;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Onze-Lieve-Vrouw-Presentatie secundair onderwijs;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728;info@olvp.be;https://www.olvp.be/so;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Onze-Lieve-Vrouw-Presentatie secundair onderwijs 1;Plezantstraat;Sint-Niklaas;51,16645013;4,13550728;info@olvp.be;https://www.olvp.be/so;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - Berkenboom Mozaïek;Kasteelstraat;Sint-Niklaas;51,16532516;4,13479807;directie@berkmoz.be;https://www.berkenboom-mozaiek.be;Buitengewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - Berkenboom Mozaïek;Kasteelstraat;Sint-Niklaas;51,16532516;4,13479807;directie@berkmoz.be;https://www.berkenboom-mozaiek.be;Buitengewoon lager onderwijs;Basisonderwijs
Vrije Lagere School voor Buitengewoon Onderwijs - Berkenboom Jonatan;Kasteelstraat;Sint-Niklaas;51,16543243;4,13449731;directie@jonatan.be;https://www.jonatan.be;Buitengewoon lager onderwijs;Basisonderwijs
GO!Basisschool Leefschool Heyerdahl;Merelstraat;Sint-Niklaas;51,17950767;4,13404075;directie@leefschoolheyerdahl.be;https://www.leefschoolheyerdahl.be;Gewoon kleuteronderwijs;Basisonderwijs
GO!Basisschool Leefschool Heyerdahl;Merelstraat;Sint-Niklaas;51,17950767;4,13404075;directie@leefschoolheyerdahl.be;https://www.leefschoolheyerdahl.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Broederschool Driegaaien;Driegaaienstraat;Sint-Niklaas;51,15884966;4,13294357;directie@basis3.broeders.be;https://www.basis3.broeders.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Broederschool Driegaaien;Driegaaienstraat;Sint-Niklaas;51,15884966;4,13294357;directie@basis3.broeders.be;https://www.basis3.broeders.be;Gewoon lager onderwijs;Basisonderwijs
Broederscholen Hiëronymus 2;Heimolenstraat;Sint-Niklaas;51,14383876;4,12856075; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Syntra Midden-Vlaanderen;Hogekouter;Sint-Niklaas;51,14565149;4,12709384;vanessa.cosijn@syntra-mvl.be;;Leertijd;Secundair onderwijs
Vrije Basisschool Onze-Lieve-Vrouw-Presentatie Watermolendreef;Watermolendreef;Sint-Niklaas;51,16749563;4,1235498;bs.watermolendreef@olvp.be;https://www.olvp.be/bawat;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Onze-Lieve-Vrouw-Presentatie Watermolendreef;Watermolendreef;Sint-Niklaas;51,16749563;4,1235498;bs.watermolendreef@olvp.be;https://www.olvp.be/bawat;Gewoon lager onderwijs;Basisonderwijs
Broederscholen Hiëronymus 3;Weverstraat;Sint-Niklaas;51,14618801;4,12138918; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Broederscholen Hiëronymus 6;Weverstraat;Sint-Niklaas;51,14618801;4,12138918;info@bio.broeders.be;https://www.bio.broeders.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Broederscholen Hiëronymus 2;Weverstraat;Sint-Niklaas;51,14618801;4,12138918;info@bio.broeders.be;https://www.bio.broeders.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Broederscholen Hiëronymus 1;Weverstraat;Sint-Niklaas;51,14618801;4,12138918; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
LAB Sint-Niklaas;Kleibeekstraat;Sint-Niklaas;51,17356438;4,11992899;info@labsintniklaas.be;https://www.labonderwijs.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Freinetschool Keerpunt;Rozenlaan;Sint-Niklaas;51,14673234;4,09899287; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Stedelijke Academie voor Muziek-Woord-Dans;Sint-Andriesstraat;Sint-Niklaas;51,14682344;4,09560545; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Gemeentelijke Basisschool - Gavertje Vier;Gavermolenstraat;Sint-Niklaas;51,14846786;4,09538149;directie@gavertjevier.be;https://www.gavertjevier.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - Gavertje Vier;Gavermolenstraat;Sint-Niklaas;51,14846786;4,09538149;directie@gavertjevier.be;https://www.gavertjevier.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Schone Kunsten;Koutermolenstraat;Sint-Niklaas;51,14635469;4,08360414; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool De Ritsheuvel Berkenboom;Kemzekestraat;Sint-Niklaas;51,17468789;4,06941821;info@deritsheuvel.be;https://www.deritsheuvel.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Ritsheuvel Berkenboom;Kemzekestraat;Sint-Niklaas;51,17468789;4,06941821;info@deritsheuvel.be;https://www.deritsheuvel.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Sinaai;Wijnveld;Sint-Niklaas;51,14410783;4,06565546; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Kleuterschool;Vleeshouwersstraat;Sint-Niklaas;51,15659605;4,04634955;christel.deck@scs-sinaai.com;https://www.scs-sinaai.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Lagere School;Edgar Tinelstraat;Sint-Niklaas;51,15862318;4,0415041;tinel@scs-sinaai.com;;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Muziek-Woord-Dans;Edgar Tinelstraat;Sint-Niklaas;51,15862318;4,0415041; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
